no,kode_rs,propinsi,pemilik,nama_rs,ranap,rajal,total,kelas
1080,3578771,JAWA TIMUR,Swasta,RS PUTRI,"7,589","22,882","30,473",C
1081,3328079,JAWA TENGAH,Swasta,RSIA PALA RAYA,"11,813","18,471","30,285",C
1082,8205032,MALUKU UTARA,Pemerintah,RSUD MOROTAI,"9,488","20,794","30,282",C
1083,3506066,JAWA TIMUR,Pemerintah,RSUD SIMPANG LIMA GUMUL KEDIRI,"6,484","23,696","30,180",C
1084,3215161,JAWA BARAT,Swasta,RS MITRA FAMILY,"13,371","16,736","30,109",C
1085,1502015,JAMBI,Swasta,RS RAUDHAH,"8,067","22,028","30,095",C
1086,3210037,JAWA BARAT,Swasta,RS MITRA PLUMBON MAJALENGKA,"9,651","20,295","29,958",C
1087,7101013,SULAWESI UTARA,Pemerintah,RSU DATOE BINANGKANG,"5,561","24,229","29,892",C
1088,1871439,LAMPUNG,Swasta,RSIA RESTU BUNDA,"16,313","13,129","29,442",C
1089,3216396,JAWA BARAT,Swasta,RSIA TAMAN HARAPAN BARU,"13,530","15,824","29,361",C
1090,7371234,SULAWESI SELATAN,Pemerintah,RSIA PERTIWI,"16,200","12,957","29,172",C
1091,3326051,JAWA TENGAH,Swasta,RSIA AISYIYAH PEKAJANGAN PEKALONGAN,"11,821","17,326","29,147",C
1092,9203015,PAPUA,Pemerintah,RUMKITAL DR.SOEDIBJO SARDADI,"11,282","17,663","28,998",C
1093,1803033,LAMPUNG,Swasta,RSU NATAR MEDIKA,"11,570","17,226","28,796",C
1094,1174023,NAD,Swasta,RSIA ABBY,"10,218","18,491","28,709",C
1095,5303045,NTT,Pemerintah,RSUD NAIBONAT,"4,373","24,175","28,548",C
1096,1771009,BENGKULU,Swasta,RS GADING MEDIKA,"11,978","16,182","28,511",C
1097,1971003,BANGKA BELITUNG,Swasta,RS MUHAYA,"15,750","12,387","28,137",C
1098,3603186,BANTEN,Swasta,RSIA ASSYIFA,"11,265","16,655","27,920",C
1099,7371430,SULAWESI SELATAN,Pemerintah,RSIA AMANAT,"18,149","9,671","27,820",C
1100,1809002,LAMPUNG,Pemerintah,RSUD PESAWARAN,"8,156","19,458","27,614",C
1101,5102049,BALI,Swasta,RSU SEMARA RATIH,"6,323","21,252","27,575",C
1102,2171062,KEPULAUAN RIAU,Swasta,RSU KELUARGA HUSADA BATAM,"3,973","23,491","27,464",C
1103,3603189,BANTEN,Swasta,RSIA SEPATAN MULIA,"14,492","12,922","27,414",C
1104,6171136,KALIMANTAN BARAT,Swasta,RUMAH SAKIT BERSALIN NABASA,"12,516","14,784","27,300",C
1105,7201012,SULAWESI TENGAH,Pemerintah,RSUD TRIKORA SALAKAN,"11,171","16,096","27,266",C
1106,3572073,JAWA TIMUR,Swasta,RS ISLAM AMINAH,"6,045","21,198","27,243",C
1107,3217007,JAWA BARAT,Pemerintah,RSUD CIKALONG WETAN,"4,196","22,679","26,875",C
1108,6211026,KALIMANTAN TENGAH,Pemerintah,RSU KUALA KURUN,"5,318","21,352","26,670",C
1109,9103035,PAPUA BARAT,Pemerintah,RSUD KABUPATEN TELUK WONDAMA,"5,775","20,882","26,657",C
1110,6309025,KALIMANTAN SELATAN,Swasta,RS PERTAMINA TANJUNG,"6,168","20,451","26,619",C
1111,6208013,KALIMANTAN TENGAH,Pemerintah,RSUD HANAU,"6,225","20,263","26,488",C
1112,1811002,LAMPUNG,Pemerintah,RSUD MESUJI,"5,270","21,017","26,291",C
1113,7401038,SULAWESI TENGGARA,Pemerintah,RSUD KABUPATEN BUTON,"6,612","19,534","26,146",C
1114,1801016,LAMPUNG,Swasta,RUMAH SAKIT IBU DAN ANAK BUNDA,"14,302","11,803","26,121",C
1115,1213046,SUMATERA UTARA,Swasta,RSU INSANI,"6,538","19,512","26,050",C
1116,1305015,SUMATERA BARAT,Swasta,RSIA SAYANG IBU,"11,788","14,221","26,009",C
1117,1275999,SUMATERA UTARA,Swasta,RUMAH SAKIT JIWA BINA KARSA MEDAN,"1,754","24,195","25,949",C
1118,1610003,SUMATERA SELATAN,Pemerintah,RSUD KABUPATEN OGAN ILIR,"2,056","23,881","25,937",C
1119,6310016,KALIMANTAN SELATAN,Swasta,RSB PARADISE,"14,176","10,639","25,886",C
1120,1606022,SUMATERA SELATAN,Pemerintah,RSUD SUNGAI LILIN,"7,781","17,492","25,428",C
1121,3314078,JAWA TENGAH,Swasta,RSIA RESTU IBU,"12,006","13,252","25,258",C
1122,6571044,KALIMANTAN UTARA,Pemerintah,RSUD KOTA TARAKAN,"6,048","19,056","25,104",C
1123,7109028,SULAWESI UTARA,Pemerintah,RSU RATATOTOK - BUYAT,"6,579","18,484","25,063",C
1124,3603191,BANTEN,Pemerintah,RSUD PAKUHAJI,"5,104","19,799","24,903",C
1125,1506011,JAMBI,Pemerintah,RSUD NURDIN HAMZAH,"5,298","18,862","24,160",C
1126,1705018,BENGKULU,Pemerintah,RS TAIS KAB. SELUMA,"4,216","19,869","24,085",C
1127,3214036,JAWA BARAT,Swasta,RSB DIAN,"8,487","15,583","24,070",C
1128,3402076,DIY,Swasta,RSK BEDAH RINGROAD SELATAN,"3,625","20,359","23,984",C
1129,8107021,MALUKU,Pemerintah,RSUD BULA,"7,391","16,465","23,856",C
1130,3203039,JAWA BARAT,Pemerintah,RSUD PAGELARAN,"3,883","19,931","23,814",C
1131,3204133,JAWA BARAT,Swasta,RS UNGGUL KARSA MEDIKA,"3,446","20,127","23,573",C
1132,1312025,SUMATERA BARAT,Swasta,RSIA AL-IHSAN,"9,842","13,647","23,489",C
1133,1273107,SUMATERA UTARA,Swasta,RSK MATA SIANTAR,2,"23,452","23,454",C
1134,6171085,KALIMANTAN BARAT,Swasta,RS BERSALIN JEUMPA,"8,460","14,675","23,220",C
1135,3306105,JAWA TENGAH,Swasta,RSIA PERMATA,"8,679","14,347","23,026",C
1136,1471371,RIAU,Swasta,RS LANCANG KUNING,"4,603","18,132","22,735",C
1137,3573254,JAWA TIMUR,Swasta,RSIA GALERI CHANDRA,"8,618","13,964","22,582",C
1138,7201011,SULAWESI TENGAH,Pemerintah,RSUD BANGGAI,"6,884","15,586","22,470",C
1139,3216399,JAWA BARAT,Swasta,RS MITRA MEDIKA,"5,778","16,489","22,267",C
1140,3216427,JAWA BARAT,Swasta,RS DOKTER ADAM TALIB CIKUNIR,"3,627","18,214","22,173",C
1141,6111002,KALIMANTAN BARAT,Pemerintah,RSUD SULTAN MUHAMMAD JAMALUDIN,"3,403","18,587","21,993",C
1142,1171146,NAD,Swasta,RSIA CEMPAKA AZ ZAHRA,"12,805","9,094","21,899",C
1143,1804014,LAMPUNG,Swasta,RSIA IBUNDA,"10,253","11,537","21,790",C
1144,1471386,RIAU,Swasta,RSIA ANNISA,"7,997","13,735","21,732",C
1145,1611042,SUMATERA SELATAN,Pemerintah,RSUD KAB. EMPAT LAWANG,"4,492","17,145","21,639",C
1146,3275403,JAWA BARAT,Swasta,RSIA RINOVA INTAN,"1,941","19,518","21,459",C
1147,3603146,BANTEN,Swasta,RS IBU DAN ANAK TIARA,"12,707","8,317","21,024",C
1148,6471062,KALIMANTAN TIMUR,Pemerintah,RSIA SAYANG IBU BALIKPAPAN,"10,127","10,550","20,677",C
1149,3174509,DKI JAKARTA,Swasta,RSIA SANTO YUSUF,"6,519","14,148","20,667",C
1150,7102121,SULAWESI UTARA,Swasta,RS DR. J. H. AWALOEI MANADO,"4,112","16,542","20,654",C
1151,3573135,JAWA TIMUR,Swasta,RSIA MUHAMMADIYAH MALANG,"5,827","14,525","20,577",C
1152,3174516,DKI JAKARTA,Swasta,RSIA IBNU SINA,"8,100","12,293","20,393",C
1153,1276078,SUMATERA UTARA,Swasta,RS AL FUADI,"12,918","7,454","20,372",C
1154,3216449,JAWA BARAT,Swasta,RS ANANDA BABELAN,"5,126","15,003","20,129",C
1155,3504078,JAWA TIMUR,Swasta,RSIA TRISNA MEDIKA,"11,127","8,657","19,784",C
1156,6471085,KALIMANTAN TIMUR,Swasta,RSIA ASIH,"9,821","9,932","19,753",C
1157,1212183,SUMATERA UTARA,Swasta,RSU KASIH INSANI,"6,696","12,877","19,573",C
1158,3216443,JAWA BARAT,Swasta,RS GRHA MM2100,"3,454","16,091","19,545",C
1159,3273541,JAWA BARAT,Swasta,RSKIA HARAPAN BUNDA,"3,954","15,493","19,465",C
1160,9205030,PAPUA,Pemerintah,RSAL DR GANDHI,"7,505","11,928","19,433",C
1161,1212179,SUMATERA UTARA,Swasta,RSU CITRA MEDIKA,"8,534","10,607","19,143",C
1162,3171784,DKI JAKARTA,Swasta,RSU YADIKA KEBAYORAN LAMA,"2,988","16,061","19,073",C
1163,1371465,SUMATERA BARAT,Swasta,RSIA RESTU IBU,"8,526","10,207","18,733",C
1164,3603190,BANTEN,Swasta,RSIA ILANUR,"6,173","12,472","18,645",C
1165,3201259,JAWA BARAT,Swasta,RS PENA 98,"8,157","10,414","18,571",C
1166,7571022,GORONTALO,Swasta,RS IBU DAN ANAK SITI KHADIDJAH,"14,800","3,711","18,511",C
1167,1271033,SUMATERA UTARA,Swasta,RS METTA MEDIKA II,"3,962","14,364","18,326",C
1168,1671324,SUMATERA SELATAN,Swasta,RSIA RIKA AMELIA,"11,687","6,532","18,219",C
1169,3603104,BANTEN,Swasta,RSIA SELARAS,"8,380","9,676","18,056",C
1170,7604027,SULAWESI BARAT,Pemerintah,RS BHAYANGKARA HOEGENG IMAM SANTOSO,"6,338","11,439","17,804",C
1171,3573252,JAWA TIMUR,Swasta,RSIA MUTIARA BUNDA,"6,640","10,992","17,632",C
1172,3577026,JAWA TIMUR,Swasta,RSU SANTA CLARA,"3,394","14,201","17,595",C
1173,3213044,JAWA BARAT,Swasta,RSU MUTIARA HATI,"5,647","11,939","17,586",C
1174,3172713,DKI JAKARTA,Swasta,RS MEDIROS,"3,677","13,619","17,326",C
1175,1671347,SUMATERA SELATAN,Pemerintah,RSUD SITI FATIMAH PROVINSI SUMATRA SELATAN,"6,250","10,868","17,118",C
1176,1671340,SUMATERA SELATAN,Swasta,RSIA AZ-ZAHRA,"8,757","8,356","17,113",C
1177,3671219,BANTEN,Swasta,RSIA GEBANG MEDIKA,"9,585","7,298","16,883",C
1178,3302226,JAWA TENGAH,Swasta,RS BUDHI ASIH,"7,347","9,494","16,841",C
1179,1275772,SUMATERA UTARA,Swasta,RS BANDUNG,"8,661","7,855","16,516",C
1180,3674013,BANTEN,Swasta,RSIA BUAH HATI PAMULANG,"5,459","11,028","16,487",C
1181,1606032,SUMATERA SELATAN,Pemerintah,RSUD BAYUNG LENCIR,"6,247","10,085","16,332",C
1182,9201011,PAPUA,Swasta,RS MITRA MASYARAKAT TIMIKA,"5,501","10,601","16,102",C
1183,1871440,LAMPUNG,Swasta,RSIA MUTIARA PUTRI,"7,523","8,567","16,090",C
1184,3171768,DKI JAKARTA,Swasta,RUMAH SAKIT MURNI TEGUH SUDIRMAN JAKARTA,"2,687","13,319","16,007",C
1185,1505016,JAMBI,Pemerintah,RSUD MUARO JAMBI,"4,096","11,846","15,942",C
1186,3201250,JAWA BARAT,Swasta,RS HELSA CITEUREUP,"5,024","10,190","15,214",C
1187,3509137,JAWA TIMUR,Swasta,RSU SRIKANDI IBI JEMBER,"7,231","7,955","15,186",C
1188,3172137,DKI JAKARTA,Swasta,RS IBU DAN ANAK SAYYIDAH,"6,149","8,989","15,139",C
1189,6106021,KALIMANTAN BARAT,Swasta,RS BERSALIN PERMATA BUNDA,"9,436","5,467","14,903",C
1190,3674015,BANTEN,Swasta,RSIA VITALAYA,"6,260","8,569","14,829",C
1191,1671342,SUMATERA SELATAN,Swasta,RS MUSI MEDIKA CENDIKIA,"4,711","10,113","14,824",C
1192,3313042,JAWA TENGAH,Swasta,RSIA DIAN PERTIWI,"8,691","6,089","14,780",C
1193,3171735,DKI JAKARTA,Swasta,RS JAKARTA MEDICAL CENTER (JMC),"1,761","12,835","14,596",C
1194,3578791,JAWA TIMUR,Swasta,RSIA GRAHA MEDIKA,"10,599","3,962","14,561",C
1195,1871037,LAMPUNG,Swasta,RSB ANUGERAH MEDIKA,"7,384","7,158","14,542",C
1196,1213062,SUMATERA UTARA,Swasta,RSU MAHKOTA BIDADARI,"2,307","11,710","14,017",C
1197,3317027,JAWA TENGAH,Swasta,RS BHINA BHAKTI HUSADA,"3,987","9,920","13,907",C
1198,3671218,BANTEN,Swasta,RSIA PKU MUHAMMADIYAH CIPONDOH,"6,213","7,689","13,902",C
1199,1805047,LAMPUNG,Swasta,RSIA PURI ADHYA PARAMITA,"6,128","7,738","13,866",C
1200,9271045,PAPUA,Pemerintah,RSJ ABEPURA,490,"13,156","13,646",C
1201,7371107,SULAWESI SELATAN,Swasta,RSB MASYITA,"7,574","6,006","13,580",C
1202,1376016,SUMATERA BARAT,Swasta,RSIA SUKMA BUNDA,"6,574","6,963","13,537",C
1203,3321035,JAWA TENGAH,Pemerintah,RSUD SULTAN FATAH KABUPATEN DEMAK,"3,792","9,675","13,468",C
1204,7208013,SULAWESI TENGAH,Pemerintah,RSUD RAJA TOMBOLOTUTU,"4,024","9,067","13,091",C
1205,3577052,JAWA TIMUR,Swasta,RSB AL HASANAH,"7,903","4,939","12,849",C
1206,3214037,JAWA BARAT,Swasta,RS. HOLISTIC,"3,124","9,657","12,784",C
1207,3206084,JAWA BARAT,Swasta,RSIA RESPATI,"5,097","7,646","12,743",C
1208,1871443,LAMPUNG,Swasta,RSIA SANTA ANNA,"5,787","6,929","12,716",C
1209,7105030,SULAWESI UTARA,Pemerintah,RSUD AMURANG,"2,226","10,407","12,633",C
1210,6472121,KALIMANTAN TIMUR,Swasta,RSIA QURRATUN AYUN,"5,165","7,220","12,385",C
1211,3671221,BANTEN,Swasta,RSIA PRATIWI,"6,060","6,286","12,346",C
1212,6471074,KALIMANTAN TIMUR,Swasta,RSIA MEDIKA UTAMA PERMATA,"7,755","4,386","12,141",C
1213,3215170,JAWA BARAT,Swasta,RS PRIMAYA KARAWANG,"3,088","8,955","12,043",C
1214,1406046,RIAU,Swasta,RSIA NORFA HUSADA,"8,140","3,856","11,996",C
1215,3275373,JAWA BARAT,Swasta,RS MITRA KELUARGA CIBUBUR,"1,418","10,556","11,975",C
1216,3471107,DIY,Swasta,RSKIA PKU MUHAMMADIYAH KOTAGEDE,"5,014","6,933","11,949",C
1217,3276028,JAWA BARAT,Swasta,RS MITRA KELUARGA DEPOK,"2,297","9,605","11,902",C
1218,1211127,SUMATERA UTARA,Swasta,RSIA MINA HUSADA,"4,803","7,040","11,843",C
1219,1209077,SUMATERA UTARA,Pemerintah,RSUD TUAN RONDAHAIM,"3,979","7,825","11,804",C
1220,1376017,SUMATERA BARAT,Swasta,RSIA ANNISA PAYAKUMBUH,"7,274","4,451","11,725",C
1221,3171286,DKI JAKARTA,Swasta,RSIA BUDHI JAYA,"3,670","7,959","11,629",C
1222,3578774,JAWA TIMUR,Swasta,RSIA NUN SURABAYA,"4,946","6,395","11,341",C
1223,3308022,JAWA TENGAH,Pemerintah,RSD MERAH PUTIH,"2,301","9,029","11,330",C
1224,7171106,SULAWESI UTARA,Swasta,RS HERMINA MANADO,"1,825","9,411","11,236",C
1225,1305016,SUMATERA BARAT,Swasta,RSIA FADHILA BATUSANGKAR,"4,895","6,340","11,235",C
1226,3513025,JAWA TIMUR,Swasta,RSIA FATIMAH KRAKSAAN,"6,753","4,367","11,120",C
1227,1674005,SUMATERA SELATAN,Swasta,RSIA DWI SARI,"5,800","5,282","11,082",C
1228,6472052,KALIMANTAN TIMUR,Swasta,RSIA AISYIYAH SAMARINDA,"5,660","5,415","11,075",C
1229,1371460,SUMATERA BARAT,Swasta,RSIA MUTIARA BUNDA,"4,418","6,518","10,936",C
1230,3306113,JAWA TENGAH,Pemerintah,RSUD R.A.A. TJOKRONEGORO,"1,905","8,999","10,904",C
1231,6172002,KALIMANTAN BARAT,Swasta,RSIA WEMPE SINGKAWANG,"5,534","5,331","10,865",C
1232,1371463,SUMATERA BARAT,Swasta,RS KHUSUS BEDAH KARTIKA DOCTA,"2,926","7,706","10,632",C
1233,3674009,BANTEN,Swasta,RS ARIA SENTRA MEDIKA,"1,766","8,753","10,519",C
1234,3206083,JAWA BARAT,Swasta,RSIA DR. HJ. KARMINI,"4,602","5,885","10,487",C
1235,3603193,BANTEN,Swasta,RS SILOAM KELAPA DUA,"4,490","5,864","10,354",C
1236,7173002,SULAWESI UTARA,Pemerintah,RSUD ANUGERAH,"2,280","7,994","10,274",C
1237,3308021,JAWA TENGAH,Swasta,RSU SYUBBANUL WATHON,"2,232","7,999","10,231",C
1238,7371429,SULAWESI SELATAN,Swasta,RSIA KARTINI,"5,944","4,255","10,199",C
1239,1406044,RIAU,Swasta,RSIA HUSADA BUNDA,"5,973","4,223","10,196",C
1240,3273546,JAWA BARAT,Swasta,RSIA AL ISLAM,"4,009","6,123","10,132",C
1241,5315003,NTT,Pemerintah,RSUD KOMODO,"4,429","5,559","9,988",C
1242,1275100,SUMATERA UTARA,Swasta,RSU MURNI TEGUH METHODIST SUSANNA WESLEY,"3,255","6,712","9,967",C
1243,5318002,NTT,Pemerintah,RSD AERAMO,"2,881","6,980","9,861",C
1244,3573244,JAWA TIMUR,Swasta,RSIA PURI,"1,220","8,564","9,784",C
1245,3278021,JAWA BARAT,Swasta,RSIA BUNDA AISYAH,"2,346","7,426","9,772",C
1246,7174004,SULAWESI UTARA,Swasta,RSIA KASIH FATIMAH KOTAMOBAGU,"5,123","4,476","9,599",C
1247,3201246,JAWA BARAT,Swasta,RSIA BUNDA SURYATNI,"1,820","7,778","9,598",C
1248,7372077,SULAWESI SELATAN,Swasta,RSIA ANANDA TRIFA,"2,327","7,136","9,463",C
1249,6301016,KALIMANTAN SELATAN,Swasta,RSIA IBUNDA,"4,457","4,864","9,321",C
1250,1104013,NAD,Swasta,RSIA KELUARGA DESA,"3,852","5,276","9,128",C
1251,1207067,SUMATERA UTARA,Swasta,RSU KARYA BAKTI UJUNG BANDAR,"4,637","4,411","9,048",C
1252,3276149,JAWA BARAT,Swasta,RSIA SETYA BHAKTI,"4,773","4,230","9,003",C
1253,1212177,SUMATERA UTARA,Swasta,RSU YOSHUA,"3,464","5,534","8,998",C
1254,3515096,JAWA TIMUR,Swasta,RSU DELTA SURYA,989,"7,962","8,951",C
1255,3671217,BANTEN,Swasta,RSIA KARUNIA BUNDA,"3,576","5,132","8,708",C
1256,3525043,JAWA TIMUR,Swasta,RSU NYI AGENG PINATIH,"2,869","5,590","8,459",C
1257,3215169,JAWA BARAT,Swasta,RS HERMINA KARAWANG,"3,319","4,779","8,098",C
1258,2171056,KEPULAUAN RIAU,Swasta,RSIA GRIYA MEDIKA BATAM,"2,052","6,043","8,095",C
1259,3573243,JAWA TIMUR,Swasta,RSIA MARDI WALOEJA KAUMAN,"1,841","6,227","8,075",C
1260,3217008,JAWA BARAT,Swasta,RSIA KARTINI,"4,135","3,723","7,858",C
1261,5271076,NTB,Swasta,RS RISA SENTRA MEDIKA,937,"6,678","7,615",C
1262,2171065,KEPULAUAN RIAU,Swasta,RS HJ BUNDA HALIMAH BATAM,"1,365","5,984","7,349",C
1263,7108037,SULAWESI UTARA,Pemerintah,RSUD TAGULANDANG,"2,850","4,318","7,168",C
1264,1406045,RIAU,Swasta,RSIA IBU DAN ANAK BUNDA ANISYAH,"4,484","2,460","6,944",C
1265,3524049,JAWA TIMUR,Swasta,RSU MUHAMMADIYAH BABAT,"2,199","4,658","6,857",C
1266,3372240,JAWA TENGAH,Pemerintah,UPTD RSUD BUNG KARNO KOTA SURAKARTA,"1,863","4,987","6,850",C
1267,3571111,JAWA TIMUR,Swasta,RSIA NIRMALA KEDIRI,"3,708","3,141","6,849",C
1268,1117027,NAD,Pemerintah,RSIA AZALIA,"3,553","3,278","6,831",C
1269,1402014,RIAU,Swasta,RSIA SAFIRA,"4,460","2,362","6,822",C
1270,9104002,PAPUA BARAT,Pemerintah,RSU BINTUNI,"2,974","3,768","6,742",C
1271,3402042,DIY,Swasta,RSKIA UMMI KHASANAH,"2,340","4,399","6,739",C
1272,7271116,SULAWESI TENGAH,Swasta,RSIA TINATAPURA,"4,022","2,563","6,585",C
1273,3210036,JAWA BARAT,Swasta,RSK BEDAH BUDI KASIH,"1,562","5,018","6,580",C
1274,7371418,SULAWESI SELATAN,Swasta,RSIA MALEBU HUSADA,"2,138","4,163","6,301",C
1275,6472131,KALIMANTAN TIMUR,Pemerintah,RS MATA PROVINSI KALIMANTAN TIMUR,11,"6,224","6,235",C
1276,3216374,JAWA BARAT,Swasta,MULTAZAM MEDIKA,"2,114","4,093","6,210",C
1277,1607017,SUMATERA SELATAN,Swasta,RS BUNDA MEDIKA JAKABARING,"1,595","4,591","6,186",C
1278,3671222,BANTEN,Swasta,RSIA MAKIYAH,"3,147","2,736","5,883",C
1279,3515137,JAWA TIMUR,Swasta,RS BERSALIN PONDOK TJANDRA,"1,645","4,178","5,848",C
1280,5102047,BALI,Pemerintah,UPTD RUMAH SAKIT NYITDAH,"1,326","4,314","5,640",C
1281,7306059,SULAWESI SELATAN,Swasta,RSU YAPIKA,977,"4,530","5,507",C
1282,3525105,JAWA TIMUR,Swasta,RS EKA HUSADA,"1,020","4,432","5,452",C
1283,1306057,SUMATERA BARAT,Pemerintah,RS PARU SUMATERA BARAT,142,"5,243","5,385",C
1284,3671223,BANTEN,Swasta,RS KARANG TENGAH MEDIKA,"2,851","2,512","5,363",C
1285,3524043,JAWA TIMUR,Swasta,RSK BEDAH MITRA SEHAT,"2,537","2,462","4,999",C
1286,3215146,JAWA BARAT,Pemerintah,RUMAH SAKIT KHUSUS PARU KABUPATEN KARAWANG,"2,971","1,840","4,811",C
1287,1375053,SUMATERA BARAT,Pemerintah,RSUD KOTA BUKITTINGGI,"1,161","3,644","4,805",C
1288,3604053,BANTEN,Pemerintah,RUMAH SAKIT BHAYANGKARA POLDA BANTEN,619,"4,100","4,719",C
1289,7371436,SULAWESI SELATAN,Pemerintah,RS MATA MAKASSAR,2,"4,666","4,668",C
1290,3578784,JAWA TIMUR,Swasta,RSIA PERDANA MEDICA,"1,518","3,132","4,650",C
1291,5371059,NTT,Pemerintah,RSJ NAIMATA KUPANG,513,"4,057","4,570",C
1292,3505045,JAWA TIMUR,Pemerintah,RSUD SRENGAT KABUPATEN BLITAR,"1,542","2,837","4,379",C
1293,1275931,SUMATERA UTARA,Swasta,RSU ESHMUN,"1,838","2,483","4,321",C
1294,7271131,SULAWESI TENGAH,Swasta,RUMAH SAKIT IBU DAN ANAK CARE SHE,"2,908","1,165","4,073",C
1295,3302248,JAWA TENGAH,Swasta,RS KHUSUS MATA PURWOKERTO,4,"4,006","4,010",C
1296,3673012,BANTEN,Pemerintah,RSUD KOTA SERANG,859,"3,151","4,010",C
1297,1671339,SUMATERA SELATAN,Swasta,RSIA BUNDA NONI,"2,154","1,811","3,965",C
1298,1275936,SUMATERA UTARA,Swasta,RS ROYAL PRIMA MARELAN,"2,092","1,805","3,897",C
1299,1804013,LAMPUNG,Swasta,RUMAH SAKIT IBU DAN ANAK MAWAR,"2,085","1,716","3,802",C
1300,7401039,SULAWESI TENGGARA,Pemerintah,RSUD KAB. BUTON SELATAN,"1,345","2,342","3,687",C
1301,3671225,BANTEN,Swasta,RS HERMINA PERIUK TANGERANG,"1,315","2,343","3,658",C
1302,1275750,SUMATERA UTARA,Swasta,RS PROF. DR. BOLONI,"1,761","1,723","3,484",C
1303,5104039,BALI,Pemerintah,RUMAH SAKIT UMUM PAYANGAN,649,"2,825","3,474",C
1304,3171805,DKI JAKARTA,Swasta,RS SILOAM MAMPANG,"1,724","1,747","3,471",C
1305,3320044,JAWA TENGAH,Swasta,RSIA KUMALA SIWI,"1,229","2,200","3,429",C
1306,7171098,SULAWESI UTARA,Swasta,RSIA KASIH IBU,"3,051",304,"3,355",C
1307,1212171,SUMATERA UTARA,Swasta,RS RAHMAD HIDAYAH,"1,136","2,163","3,299",C
1308,8171124,MALUKU,Swasta,RS SILOAM AMBON,541,"2,509","3,050",C
1309,3174531,DKI JAKARTA,Swasta,RS. UKRIDA,"1,606","1,423","3,029",C
1310,5271104,NTB,Swasta,RS METRO MEDIKA,920,"2,090","3,010",C
1311,3201243,JAWA BARAT,Swasta,RSKIA SAWOJAJAR,666,"2,288","2,954",C
1312,6372022,KALIMANTAN SELATAN,Swasta,RSI SULTAN AGUNG BANJARBARU,632,"2,303","2,935",C
1313,7373008,SULAWESI SELATAN,Pemerintah,RSUD DR PALEMMAI TANDI,"1,017","1,883","2,900",C
1314,3216400,JAWA BARAT,Swasta,RS UNIMEDIKA SETU BEKASI,"1,053","1,758","2,811",C
1315,5171219,BALI,Swasta,RSIA PUCUK PERMATA HATI,"1,605","1,179","2,795",C
1316,6404045,KALIMANTAN TIMUR,Swasta,RSIA CAHAYA SANGATTA,968,"1,798","2,766",C
1317,5105017,BALI,Swasta,RSU GRHA BHAKTI MEDIKA,685,"2,041","2,726",C
1318,1871449,LAMPUNG,Swasta,RS HERMINA LAMPUNG,"1,431","1,237","2,668",C
1319,3404180,DIY,Swasta,RSKIA. ARVITA BUNDA,"1,219","1,325","2,544",C
1320,1212180,SUMATERA UTARA,Swasta,RSU GRAND MEDICA,"1,812",720,"2,532",C
1321,5103041,BALI,Swasta,RSU GARBA MED KEROBOKAN,832,"1,667","2,499",C
1322,3301112,JAWA TENGAH,Swasta,RSU RAFFA MAJENANG,"1,144","1,176","2,320",C
1323,7313025,SULAWESI SELATAN,Swasta,RS HIKMAH CITRA MEDIKA SENGKANG,"1,097","1,175","2,272",C
1324,5171221,BALI,Swasta,RS MATA RAMATA,66,"2,200","2,266",C
1325,3471271,DIY,Swasta,RSK BEDAH SOEDIRMAN,767,"1,419","2,186",C
1326,1275232,SUMATERA UTARA,Swasta,RS KB ACCUPLAST,"1,935",248,"2,183",C
1327,6301014,KALIMANTAN SELATAN,Swasta,RSB AINUN,890,"1,286","2,176",C
1328,6473043,KALIMANTAN UTARA,Swasta,RS PERTAMINA TARAKAN,191,"1,861","2,052",C
1329,3578768,JAWA TIMUR,Swasta,RSIA LOMBOK DUA DUA LONTAR,673,"1,339","2,012",C
1330,5171166,BALI,Swasta,RSB HARAPAN BUNDA,"1,150",831,"1,981",C
1331,7371414,SULAWESI SELATAN,Swasta,RSIA PROF. M. FARID,"1,004",958,"1,962",C
1332,3374374,JAWA TENGAH,Swasta,RSU BANYUMANIK 2 SEMARANG,730,"1,227","1,957",C
1333,7471010,SULAWESI TENGGARA,Swasta,RS HERMINA KENDARI,630,"1,289","1,919",C
1334,1810004,LAMPUNG,Swasta,RSIA MUTIARA HATI,"1,859",38,"1,897",C
1335,1671254,SUMATERA SELATAN,Swasta,RSIA TIARA FATRIN,"1,480",390,"1,870",C
1336,3216451,JAWA BARAT,Swasta,RS HERMINA METLAND CIBITUNG,807,"1,037","1,844",C
1337,3208065,JAWA BARAT,Swasta,RS PERMATA KUNINGAN,"1,061",779,"1,840",C
1338,5305024,NTT,Swasta,RS KUSTA DAN CACAT UMUM BUNDA PEMBANTU ABADI,"1,065",631,"1,696",C
1339,5202023,NTB,Pemerintah,RSIA BHUMI BUNDA,"1,041",626,"1,667",C
1340,7371176,SULAWESI SELATAN,Swasta,RSB ELIM MAKASAR,"1,041",559,"1,600",C
1341,3571145,JAWA TIMUR,Swasta,RSIA CITRA KELUARGA,757,809,"1,566",C
1342,3216445,JAWA BARAT,Swasta,RS EMC PEKAYON,"1,364",6,"1,370",C
1343,1471398,RIAU,Pemerintah,RSD MADANI KOTA PEKANBARU,852,409,"1,261",C
1344,1223004,SUMATERA UTARA,Swasta,RS AVICENNA,669,508,"1,177",C
1345,7302017,SULAWESI SELATAN,Swasta,RSIA YASIRA,308,854,"1,162",C
